gene_id	symbol	PROseq
FBgn0038380	CG14877	18
FBgn0027657	glob1	402
FBgn0266566	CG45105	2
FBgn0267692	lncRNA:CR46028	0
FBgn0038386	CG5478	13
FBgn0051088	CG31088	0
FBgn0038388	CG4287	726
FBgn0002783	mor	3305
FBgn0262028	lncRNA:CR42839	35
FBgn0038395	CG10407	90
FBgn0024222	IKKbeta	1707
FBgn0038397	CG10185	10
FBgn0026059	Mhcl	110
FBgn0052855	CG32855	59
FBgn0038400	CG5903	289
FBgn0038402	Fer2	2
FBgn0263449	asRNA:CR43472	1
FBgn0024491	Bin1	192
FBgn0038407	CG6126	1071
FBgn0010438	mtSSB	719
FBgn0267199	lncRNA:CR45639	109
FBgn0040237	bor	4970
FBgn0261286	Mat89Ba	3661
FBgn0040271	Sulf1	40202
FBgn0283477	SF2	4362
FBgn0038419	CG14879	152
FBgn0038420	CG10311	459
FBgn0038422	CG14880	5
FBgn0038423	CG10317	0
FBgn0266703	lncRNA:CR45193	0
FBgn0003513	ss	25
FBgn0038427	ema	2212
FBgn0038428	CG14894	740
FBgn0044826	Pak3	5443
FBgn0250754	CG42232	6684
FBgn0267693	asRNA:CR46029	1685
FBgn0038438	Der-2	1142
FBgn0038439	Cad89D	9
FBgn0038440	Gr89a	1
FBgn0028381	Decay	1
FBgn0020907	Scp2	10
FBgn0027562	CG10345	1
FBgn0038448	CG12783	109
FBgn0022344	CG10340	290
FBgn0038452	CG14905	2
FBgn0038454	CG10324	396
FBgn0015351	CG14906	263
FBgn0038455	CG14907	2322
FBgn0051217	modSP	24
FBgn0003944	Ubx	16
FBgn0020556	lncRNA:bxd	0
FBgn0000014	abd-A	3
FBgn0000015	Abd-B	8
FBgn0015008	Actn3	0
FBgn0015011	AhcyL2	0
FBgn0038460	CG18622	31
FBgn0038461	CG3678	454
FBgn0266740	asRNA:CR45213	3
FBgn0038462	CG17556	0
FBgn0266917	Sf3a1	1628
FBgn0038467	AdSL	1596
FBgn0038469	CG4009	58
FBgn0038470	CG18213	1476
FBgn0038472	CG3995	1046
FBgn0038473	Ns1	2474
FBgn0038475	Keap1	987
FBgn0014141	cher	5975
FBgn0038479	CG17477	0
FBgn0265169	asRNA:CR44238	0
FBgn0038481	CG17475	2
FBgn0038482	CG4053	0
FBgn0038487	TwdlW	8
FBgn0038488	m-cup	1235
FBgn0038492	Mur89F	49
FBgn0051262	CG31262	1
FBgn0038494	beat-IIb	0
FBgn0265198	lncRNA:CR44258	0
FBgn0263500	lncRNA:CR43489	0
FBgn0038498	beat-IIa	33
FBgn0038499	Brf	2763
FBgn0025456	CREG	72
FBgn0038504	Sur-8	2223
FBgn0085308	CG34279	0
FBgn0038510	CG14331	0
FBgn0000564	Eh	3
FBgn0038512	CG14330	0
FBgn0261046	Dscam3	1
FBgn0265449	lncRNA:CR44349	0
FBgn0038515	CG5823	1041
FBgn0010926	l(3)07882	1411
FBgn0038519	Prx3	441
FBgn0038529	CG14323	0
FBgn0266750	lncRNA:CR45223	0
FBgn0038533	CG7523	611
FBgn0038535	alt	3440
FBgn0051251	CG31251	233
FBgn0051249	CG31249	842
FBgn0261885	osa	21133
FBgn0038542	TyrR	1
FBgn0262562	CG43102	32
FBgn0038546	CG7379	1300
FBgn0038547	CG17803	51
FBgn0038548	CG17806	483
FBgn0038549	CG17802	574
FBgn0038550	CG17801	76
FBgn0038551	Odj	1241
FBgn0038552	Alg1	1424
FBgn0053547	Rim	40
FBgn0010389	htl	0
FBgn0266565	asRNA:CR45104	3
FBgn0038569	CG7218	1267
FBgn0038570	Prx5	517
FBgn0261532	cdm	1638
FBgn0038575	CG7208	1
FBgn0038577	CG12321	373
FBgn0038579	CG14313	5
FBgn0011481	Ssdp	1764
FBgn0038583	CG7183	261
FBgn0038584	mTerf5	676
FBgn0038586	CG7168	210
FBgn0038588	CG7156	943
FBgn0038590	CG12320	316
FBgn0038593	Vps39	1011
FBgn0038595	CG7142	20
FBgn0038598	CG7131	1610
FBgn0010877	l(3)05822	1972
FBgn0038601	CG18600	641
FBgn0038603	PKD	2
FBgn0051235	CG31235	7
FBgn0038606	CG15803	12
FBgn0038608	WRNexo	295
FBgn0004618	gl	3
FBgn0038610	CG7675	2
FBgn0038611	CG14309	10
FBgn0038613	Vha100-4	188
FBgn0028670	Vha100-2	5297
FBgn0038617	CG12333	696
FBgn0051122	CG31122	1391
FBgn0038621	CG10864	609
FBgn0004652	fru	3767
FBgn0262823	hemo	32
FBgn0038632	CG14301	24
FBgn0051224	CG31224	5625
FBgn0261065	Cpsf73	947
FBgn0266388	asRNA:CR45028	5
FBgn0038639	dind	731
FBgn0038642	Muc91C	2
FBgn0267658	lncRNA:CR45996	0
FBgn0038645	CG7714	1
FBgn0038646	CG7715	3
FBgn0024329	Mekk1	3869
FBgn0038649	CG7718	548
FBgn0038651	Epg5	2829
FBgn0038652	CG7720	153
FBgn0038653	Octalpha2R	4
FBgn0038658	CG14292	0
FBgn0038660	CG14291	1234
FBgn0038662	Mpc1	258
FBgn0038666	Smu1	443
FBgn0038672	CG6005	377
FBgn0260779	GatA	1286
FBgn0027784	Prp18	184
FBgn0004876	cdi	7440
FBgn0261285	Ppcs	392
FBgn0038682	CG5835	764
FBgn0038683	CG11779	2794
FBgn0038686	CG5555	1201
FBgn0267975	vib	3410
FBgn0038690	CG11703	2
FBgn0038691	CG5250	2
FBgn0038693	unc79	0
FBgn0038694	CG5217	0
FBgn0265062	lncRNA:CR44173	0
FBgn0000463	Dl	27
FBgn0265064	lncRNA:CR44175	0
FBgn0038706	CG3517	1
FBgn0038708	Scsalpha2	1
FBgn0038709	CG15025	0
FBgn0038714	Cpr92A	1
FBgn0038720	CG6231	7131
FBgn0038721	subdued	2860
FBgn0283536	Vha13	1991
FBgn0038723	CG6195	963
FBgn0038725	CG6184	3
FBgn0038730	CG6300	0
FBgn0038731	CG11659	0
FBgn0014135	bnl	4577
FBgn0261984	Ire1	8799
FBgn0038738	CG4572	1261
FBgn0038740	CG4562	13
FBgn0038741	CG17186	841
FBgn0002940	ninaE	1
FBgn0038745	CG4538	1737
FBgn0038746	Surf6	1422
FBgn0266408	lncRNA:CR45048	44
FBgn0038750	CG4465	0
FBgn0038752	CG4462	1
FBgn0038753	CG4459	112
FBgn0038761	CG17190	1
FBgn0038763	PIG-L	1208
FBgn0038765	CG4424	253
FBgn0038767	trem	447
FBgn0038769	CG10889	947
FBgn0040571	CG17193	85
FBgn0038771	CG4390	419
FBgn0003249	Rh3	0
FBgn0051206	CG31206	0
FBgn0262025	lncRNA:CR42836	1
FBgn0038775	CG17199	0
FBgn0038783	CG4367	1
FBgn0038784	CG4362	9
FBgn0038787	CG4360	3684
FBgn0265551	lncRNA:CR44401	0
FBgn0038797	Dic2	0
FBgn0038799	MFS9	0
FBgn0016917	Stat92E	8012
FBgn0038804	CG10877	129
FBgn0038805	TFAM	500
FBgn0023212	EloB	855
FBgn0054008	CG34008	43
FBgn0038809	CG16953	1792
FBgn0014029	Sep2	2063
FBgn0038811	Pus1	668
FBgn0038814	CG15923	1380
FBgn0015279	Pi3K92E	2891
FBgn0051201	GluRIIE	0
FBgn0028422	GluRIID	1
FBgn0038818	Nep4	0
FBgn0038820	CG4000	0
FBgn0024944	Oamb	3
FBgn0038821	CG17267	2
FBgn0051199	CG31199	0
FBgn0051200	CG31200	0
FBgn0265606	Prosalpha4T1	0
FBgn0051195	CG31195	4215
FBgn0046689	Takl1	0
FBgn0038827	Fancd2	553
FBgn0038828	CG17270	42
FBgn0038829	CG17271	484
FBgn0038830	CG17272	122
FBgn0027493	AdSS	10151
FBgn0259215	Ir93a	0
FBgn0038837	KaiR1D	1
FBgn0264840	lncRNA:CR44048	0
FBgn0266252	lncRNA:CR44947	0
FBgn0038839	Ktl	5
FBgn0051191	CG31191	7965
FBgn0263400	CG43446	52
FBgn0038845	Alp5	2
FBgn0046763	CG17278	7113
FBgn0013812	Dhc93AB	31
FBgn0051189	CG31189	1
FBgn0051207	CG31207	6
FBgn0038849	CG7079	40
FBgn0038850	CG17279	193
FBgn0011672	Mvl	2469
FBgn0025865	Cortactin	2094
FBgn0003257	r-l	1196
FBgn0038852	HHEX	116
FBgn0038853	RhoGAP93B	6482
FBgn0038854	CG7044	1237
FBgn0267712	asRNA:CR46045	8
FBgn0266674	Sec15	1381
FBgn0038857	Bdbt	206
FBgn0283468	slmb	3301
FBgn0038859	Obp93a	0
FBgn0038861	CG7009	205
FBgn0038865	cDIP	166
FBgn0260004	Snmp1	19
FBgn0038869	Smyd5	787
FBgn0038871	CG3337	69
FBgn0000527	e	12
FBgn0285937	Rab1	6036
FBgn0043012	AP-2sigma	52
FBgn0038877	CG3308	1642
FBgn0038878	CG3301	0
FBgn0038880	SIFaR	3
FBgn0038881	CG16791	4851
FBgn0038886	Ugt49B2	0
FBgn0008651	lbl	0
FBgn0011278	lbe	6
FBgn0264824	lncRNA:CR44032	0
FBgn0263130	lncRNA:CR43372	0
FBgn0002941	slou	15
FBgn0038892	CG15498	124
FBgn0283499	InR	6735
FBgn0264826	lncRNA:CR44034	43
FBgn0011766	E2f1	9068
FBgn0038893	Archease	1769
FBgn0259113	DNApol-alpha180	2327
FBgn0051176	CG31176	39
FBgn0054034	CG34034	2
FBgn0027575	GABA-B-R2	85
FBgn0003867	tsl	14
FBgn0013759	CASK	5506
FBgn0266181	lncRNA:CRG	994
FBgn0045470	Gr93b	5
FBgn0045469	Gr93c	10
FBgn0045468	Gr93d	7
FBgn0015229	glec	5294
FBgn0267205	lncRNA:CR45645	2
FBgn0038909	CG6569	9
FBgn0051174	CG31174	0
FBgn0083984	CG34148	61
FBgn0266406	asRNA:CR45046	1
FBgn0038915	CG17819	2
FBgn0038916	dnd	3
FBgn0038922	Idh3b	859
FBgn0019960	Mitofilin	1486
FBgn0038924	CG6028	275
FBgn0038925	Cchl	890
FBgn0038926	CG13409	52
FBgn0038930	CG5778	0
FBgn0051424	Ir94b	0
FBgn0051423	Ir94c	0
FBgn0266751	lncRNA:CR45224	1
FBgn0263117	CG34377	0
FBgn0038943	CG5391	0
FBgn0038944	CG5388	0
FBgn0038945	CG5386	0
FBgn0038948	PSR	1416
FBgn0038950	CG5382	1791
FBgn0038951	CG5380	480
FBgn0038956	CAH8	2
FBgn0038958	CG13857	1
FBgn0038961	CG13850	1373
FBgn0038964	Nop56	3505
FBgn0038966	pinta	226
FBgn0038967	CG13847	20
FBgn0038968	CG12499	4756
FBgn0028688	Rpn7	1406
FBgn0038974	CG5377	119
FBgn0038977	CG5376	64
FBgn0003676	CCT1	4746
FBgn0038981	CG5346	14233
FBgn0053099	CG33099	580
FBgn0053093	CG33093	0
FBgn0038983	CG5326	4
FBgn0038984	AdipoR	807
FBgn0264871	asRNA:CR44062	0
FBgn0038986	sit	2
FBgn0024558	Dph5	860
FBgn0053107	CG33107	617
FBgn0051156	CG31156	1256
FBgn0020278	loco	6130
FBgn0046114	Gclm	1245
FBgn0039003	wfs1	1848
FBgn0039007	CCAP	1
FBgn0039009	CG13842	41
FBgn0039010	CG4907	650
FBgn0051151	wge	15222
FBgn0024958	Irp-1A	1827
FBgn0039013	CG4813	1261
FBgn0039015	Takl2	168
FBgn0039016	Dcr-1	3517
FBgn0263143	vret	866
FBgn0039020	CG17141	188
FBgn0051139	CG31139	66
FBgn0086253	rumi	571
FBgn0039022	Nepl13	2
FBgn0039023	Nepl14	0
FBgn0039024	Nepl15	2
FBgn0262538	CG43092	1
FBgn0263663	lncRNA:CR43654	1
FBgn0039028	CG13840	0
FBgn0265450	lncRNA:CR44350	0
FBgn0039029	CG4704	0
FBgn0264428	lncRNA:CR43846	0
FBgn0263390	Nha2	8
FBgn0085404	CG34375	0
FBgn0039039	lmd	1
FBgn0039040	CG13833	0
FBgn0039043	CG17121	27
FBgn0039044	p53	216
FBgn0039045	CG17119	2303
FBgn0053193	sav	1068
FBgn0039048	CG17111	1
FBgn0039054	Cow	994
FBgn0039055	Rassf	2244
FBgn0051365	CG31365	1276
FBgn0051457	CG31457	800
FBgn0004644	hh	20
FBgn0004395	unk	2700
FBgn0039058	VhaAC39-2	3
FBgn0039059	CG13829	1
FBgn0262975	cnc	921
FBgn0011596	fzo	700
FBgn0039064	CG4467	8
FBgn0039065	Rad60	366
FBgn0039067	wda	1144
FBgn0004882	orb	3
FBgn0039070	CG17083	59
FBgn0039071	bb8	303
FBgn0003118	pnt	14443
FBgn0016119	ATPsynCF6	332
FBgn0039073	CG4408	191
FBgn0039075	CG4393	16
FBgn0039077	CG17380	2
FBgn0039078	CG4374	17
FBgn0039081	Irk2	0
FBgn0039083	CG10177	0
FBgn0039084	CG10175	3
FBgn0039085	Ugt303B3	1
FBgn0039086	Ugt303B1	1
FBgn0039087	Ugt303B2	1
FBgn0039088	CG10164	2
FBgn0039091	CG10182	2
FBgn0053337	CG33337	2
FBgn0039092	CG16723	10
FBgn0039093	CG10183	2
FBgn0039094	CG10184	1362
FBgn0051145	CG31145	25215
FBgn0027512	CG10254	1995
FBgn0039104	CG10252	0
FBgn0043005	prt	0
FBgn0264844	asRNA:CR44052	0
FBgn0002922	nau	281
FBgn0039108	CG10232	260
FBgn0028691	Rpn9	1327
FBgn0267760	asRNA:CR46091	0
FBgn0039110	RanBP3	1318
FBgn0028475	Hrd3	2262
FBgn0039112	SdhD	369
FBgn0039113	CG10217	2722
FBgn0039115	CG10214	268
FBgn0039117	tst	1236
FBgn0039118	CG10208	478
FBgn0039120	Nup98-96	3575
FBgn0025574	Pli	8514
FBgn0039124	tbrd-1	27
FBgn0016754	sba	5762
FBgn0039126	CG13601	488
FBgn0264741	CG43999	211
FBgn0015282	Rpt2	2193
FBgn0039129	RpS19b	27
FBgn0001098	Gdh	480
FBgn0039131	CG12268	1
FBgn0005674	GluProRS	1924
FBgn0039135	CG13603	724
FBgn0039137	CG13604	596
FBgn0020647	KrT95D	24866
FBgn0039140	Miro	1878
FBgn0005649	Rox8	4353
FBgn0264325	Atg6	858
FBgn0001230	Hsp68	9259
FBgn0039150	CG13605	1570
FBgn0039151	CG13607	0
FBgn0039153	GatB	348
FBgn0051133	Slimp	315
FBgn0267339	p38c	106
FBgn0015765	p38a	745
FBgn0039157	Myo95E	1517
FBgn0039159	mRpS24	46
FBgn0039160	CG5510	767
FBgn0039163	CG5515	224
FBgn0266282	jnj	1288
FBgn0011725	twin	898
FBgn0039167	CG17786	1049
FBgn0039169	Spps	1241
FBgn0039172	Spase22-23	148
FBgn0266744	lncRNA:CR45217	223
FBgn0039175	beta-PheRS	1393
FBgn0011225	jar	1652
FBgn0085319	CG34290	1
FBgn0039180	CG5715	2
FBgn0028471	Nab2	1871
FBgn0267762	asRNA:CR46093	136
FBgn0039182	CG5728	3078
FBgn0039186	CG5746	2081
FBgn0039188	Golgin84	648
FBgn0039189	CG18528	346
FBgn0039190	CG5762	0
FBgn0039192	CG17784	0
FBgn0261994	CG42812	0
FBgn0039195	CG17782	0
FBgn0039196	CG17781	0
FBgn0039197	CG17780	0
FBgn0039198	CG5768	3
FBgn0000036	nAChRalpha1	208
FBgn0004118	nAChRbeta2	72
FBgn0039202	CG13622	0
FBgn0039207	CG5789	3775
FBgn0039209	REPTOR	7594
FBgn0039210	CG13625	714
FBgn0039212	Syx18	1789
FBgn0046685	Wsck	1016
FBgn0039214	puf	2759
FBgn0051125	CG31125	138
FBgn0020018	Ppox	613
FBgn0039219	CG13630	1217
FBgn0015591	AstA	9
FBgn0267210	lncRNA:CR45650	1
FBgn0039223	CG5805	1403
FBgn0039224	CG13634	0
FBgn0039226	Ude	179
FBgn0039227	polybromo	2783
FBgn0027539	lili	3514
FBgn0027617	CG5808	914
FBgn0045980	niki	1182
FBgn0051118	RabX4	119
FBgn0051357	CG31357	699
FBgn0051119	HDAC11	5
FBgn0039235	CAH4	22
FBgn0015625	CycB3	1269
FBgn0039240	CG3744	1761
FBgn0051121	CG31121	2
FBgn0040601	CG13643	4
FBgn0267766	asRNA:CR46097	4
FBgn0020626	Osbp	1656
FBgn0029157	ssh	1959
FBgn0039260	Smg6	2540
FBgn0039261	Ythdf	2231
FBgn0259178	5PtaseI	1290
FBgn0051109	CG31109	267
FBgn0051111	CG31111	194
FBgn0039269	veli	545
FBgn0011336	Stt3B	4599
FBgn0039273	shams	453
FBgn0054027	CG34027	54
FBgn0039277	Nepl16	140
FBgn0083946	lobo	2
FBgn0022800	Cad96Ca	11
FBgn0039291	CG13663	98
FBgn0039294	Cad96Cb	26
FBgn0039296	Sil1	1845
FBgn0000158	bam	9
FBgn0039300	RpS27	2449
FBgn0039304	CG10425	554
FBgn0027090	GlnRS	2409
FBgn0266741	asRNA:CR45214	63
FBgn0039311	CG10513	3
FBgn0039312	CG10514	5
FBgn0051098	CG31098	767
FBgn0051102	CG31102	1
FBgn0051097	CG31097	1
FBgn0051288	CG31288	1
FBgn0039321	CG10550	634
FBgn0051099	CG31099	0
FBgn0051087	CG31087	1
FBgn0039323	CG10559	5
FBgn0039324	CG10553	2
FBgn0039325	CG10560	8
FBgn0039326	CG10562	41
FBgn0045761	CHKov1	1873
FBgn0039328	CHKov2	980
FBgn0039329	CG10669	814
FBgn0261575	tobi	250
FBgn0039332	alrm	173
FBgn0039336	CG4553	137
FBgn0039338	XNP	2790
FBgn0040212	Dhap-at	1187
FBgn0265068	asRNA:CR44179	108
FBgn0053494	CG33494	16
FBgn0263410	lncRNA:CR43456	0
FBgn0039344	CG4582	0
FBgn0267570	lncRNA:CR45910	0
FBgn0261287	ymp	150
FBgn0039348	Npl4	3062
FBgn0039349	Ssadh	778
FBgn0027508	Tnks	2129
FBgn0266735	asRNA:CR45208	3
FBgn0266752	lncRNA:CR45225	41
FBgn0039355	CG4730	267
FBgn0039357	CG4743	243
FBgn0039359	RpL27	1034
FBgn0039360	CLS	1071
FBgn0051092	LpR2	4181
FBgn0066101	LpR1	26
FBgn0039368	CG17196	0
FBgn0039369	CG17195	1
FBgn0039370	CG4956	0
FBgn0039371	CG4960	0
FBgn0051380	CG31380	4
FBgn0263622	lncRNA:CR43631	1
FBgn0263623	lncRNA:CR43632	1
FBgn0264429	lncRNA:CR43847	1
FBgn0266254	lncRNA:CR44949	12
FBgn0040602	CG14545	17
FBgn0027865	Tsp96F	4164
FBgn0262904	asRNA:CR43259	0
FBgn0039395	CG14546	8
FBgn0039396	CCAP-R	606
FBgn0262576	CG43116	23
FBgn0002733	E(spl)mbeta-HLH	1313
FBgn0002592	E(spl)m2-BFM	84
FBgn0263652	lncRNA:CR43643	3
FBgn0002629	E(spl)m4-BFM	0
FBgn0002631	E(spl)m5-HLH	0
FBgn0266668	Exo84	1168
FBgn0028833	Dak1	646
FBgn0039403	Sld5	152
FBgn0039406	RpL34a	295
FBgn0039408	CG14551	0
FBgn0266255	lncRNA:CR44950	1
FBgn0039417	CG6073	872
FBgn0083966	CG34130	1
FBgn0083965	CG34129	2
FBgn0000064	Ald1	2145
FBgn0039421	CG6036	0
FBgn0039424	ppk15	0
FBgn0039431	plum	11399
FBgn0267753	lncRNA:CR46084	5
FBgn0039435	TwdlP	0
FBgn0039436	TwdlB	0
FBgn0039437	TwdlL	0
FBgn0039438	TwdlO	0
FBgn0039439	TwdlK	0
FBgn0267953	lncRNA:CR46233	0
FBgn0250908	beat-VII	1
FBgn0039448	TwdlQ	0
FBgn0023179	amon	51
FBgn0039449	CG6425	583
FBgn0039451	CG6420	1397
FBgn0039453	CG6403	0
FBgn0267122	lncRNA:CR45562	0
FBgn0051072	Lerp	1758
FBgn0027889	ball	756
FBgn0026562	SPARC	401
FBgn0004903	Rb97D	2536
FBgn0003267	ro	4
FBgn0004510	Ets97D	1242
FBgn0039464	CG6330	4382
FBgn0039465	Tsp97E	735
FBgn0041224	Gr97a	1
FBgn0051075	CG31075	327
FBgn0051076	CG31076	0
FBgn0039470	CG6296	2
FBgn0039471	CG6295	0
FBgn0039472	CG17192	0
FBgn0039473	CG17191	0
FBgn0039474	CG6283	0
FBgn0039475	CG6277	0
FBgn0039476	CG6271	0
FBgn0039478	Nep5	701
FBgn0003495	spz	2773
FBgn0039480	Cpr97Ea	0
FBgn0039481	Cpr97Eb	2
FBgn0243514	eater	101
FBgn0039486	CAH9	2
FBgn0039487	gb	903
FBgn0039488	CG6066	449
FBgn0039491	CG6059	61
FBgn0039492	CG6051	5052
FBgn0004197	Ser	148
FBgn0054006	lncRNA:CR34006	2
FBgn0261995	CG42813	174
FBgn0261996	CG42814	31
FBgn0051064	CG31064	675
FBgn0042111	CG18766	520
FBgn0039500	CG5984	12
FBgn0039501	TTLL6B	91
FBgn0010441	pll	864
FBgn0010328	woc	1362
FBgn0039503	CG14262	2
FBgn0002441	l(3)mbt	3306
FBgn0039507	mrt	1343
FBgn0039509	bigmax	314
FBgn0039510	CG3339	0
FBgn0039511	CG3330	0
FBgn0285938	CG46335	0
FBgn0263453	asRNA:CR43476	0
FBgn0016061	side	2
FBgn0265317	CG44290	0
FBgn0039521	CG5402	0
FBgn0267755	lncRNA:CR46086	0
FBgn0039522	CG13972	0
FBgn0265316	lncRNA:CR44289	1
FBgn0004387	Klp98A	3513
FBgn0039525	CG5646	887
FBgn0027492	wdb	8438
FBgn0039527	CG5639	230
FBgn0039528	dsd	3136
FBgn0039529	CG5612	0
FBgn0039531	CG5611	150
FBgn0002772	Mlc1	0
FBgn0003330	Sce	457
FBgn0051055	CG31055	2
FBgn0086346	ALiX	1767
FBgn0039543	CROT	311
FBgn0039554	CG5003	1942
FBgn0053213	CG33213	99
FBgn0039557	CG12259	420
FBgn0039558	BCAS2	416
FBgn0051053	CG31053	0
FBgn0039559	NSD	2575
FBgn0039561	mfrn	5365
FBgn0039563	CG4951	299
FBgn0051253	CG31253	0
FBgn0051131	CG31131	0
FBgn0003890	betaTub97EF	1485
FBgn0039568	CG4815	0
FBgn0267748	lncRNA:CR46079	0
FBgn0266401	asRNA:CR45041	0
FBgn0262588	CG43125	0
FBgn0262587	CG43124	2
FBgn0039577	CG12516	0
FBgn0261618	larp	16230
FBgn0039580	Gfat2	3747
FBgn0267775	lncRNA:CR46106	1
FBgn0051051	CG31051	39
FBgn0003137	Ppn	9812
FBgn0039588	mIF2	292
FBgn0000659	fkh	2
FBgn0026400	Noa36	780
FBgn0039590	CG10011	6841
FBgn0267952	CR46232	0
FBgn0039592	CG14062	0
FBgn0039595	AstA-R2	0
FBgn0039596	CG10000	0
FBgn0039597	CG9997	1
FBgn0039598	aqrs	0
FBgn0005642	wdn	2293
FBgn0039601	CG1523	781
FBgn0024273	WASp	231
FBgn0015589	Apc	4266
FBgn0265274	Inx3	43
FBgn0039617	DIP-gamma	5
FBgn0039620	wat	99
FBgn0265204	lncRNA:CR44264	27
FBgn0039622	eIF4E6	6
FBgn0041780	Ssl2	158
FBgn0039625	beta4GalNAcTB	450
FBgn0039626	Slu7	958
FBgn0267776	asRNA:CR46107	14
FBgn0039632	Cul5	1753
FBgn0039634	alpha-Man-Ib	5287
FBgn0005596	yem	2567
FBgn0039638	dgt6	1021
FBgn0039641	CG14511	459
FBgn0039642	CG11882	403
FBgn0041588	eIF2D	1108
FBgn0041186	Slbp	1017
FBgn0039647	jus	86
FBgn0039650	Mesh1	23
FBgn0039651	Cyt-c1L	33
FBgn0062442	Cisd2	777
FBgn0039655	CG14507	170
FBgn0039656	CG11951	6
FBgn0051427	CR31427	1
FBgn0051445	CG31445	42
FBgn0263236	SP1029	1415
FBgn0003525	stg	12287
FBgn0267128	lncRNA:CR45568	0
FBgn0039659	CG14506	3
FBgn0015622	Cnx99A	4745
FBgn0039663	CG2321	541
FBgn0039665	CG2310	1120
FBgn0039668	Trc8	2296
FBgn0039670	CG7567	1
FBgn0039671	CG11470	0
FBgn0051041	CG31041	1
FBgn0039673	CG7568	0
FBgn0266137	Dop1R2	1
FBgn0039676	ppk20	0
FBgn0025457	Bub3	680
FBgn0039681	CG7582	1
FBgn0039682	Obp99c	1
FBgn0039687	Naa40	194
FBgn0027583	CG7601	574
FBgn0027518	Wdr24	1688
FBgn0267778	asRNA:CR46109	66
FBgn0020235	ATPsyngamma	2377
FBgn0266258	lncRNA:CR44953	301
FBgn0267779	lncRNA:CR46110	0
FBgn0039694	fig	51
FBgn0039696	Rnb	1740
FBgn0039697	CG7834	758
FBgn0002924	ncd	4246
FBgn0039702	Vps16B	721
FBgn0039703	CG7829	4
FBgn0039705	Atg16	1862
FBgn0039710	dgt1	1231
FBgn0039711	CG7824	295
FBgn0051032	CR31032	60
FBgn0039712	CG15514	1110
FBgn0039714	Zip99C	3663
FBgn0039722	Capa	0
FBgn0003861	trp	0
FBgn0003356	Jon99Cii	0
FBgn0003358	Jon99Ci	0
FBgn0051202	alpha-Man-Ic	131
FBgn0051040	Cog7	1822
FBgn0039726	eIF2Balpha	393
FBgn0004622	TkR99D	2
FBgn0000032	Acph-1	708
FBgn0039730	CG7903	984
FBgn0039732	CG15525	16
FBgn0039735	Nph	757
FBgn0039736	CG7912	22
FBgn0039737	CG7920	1588
FBgn0039738	Mgat2	1405
FBgn0039740	ZIPIC	670
FBgn0041102	ocn	0
FBgn0001281	janB	53
FBgn0001280	janA	300
FBgn0002626	RpL32	605
FBgn0039742	CG15528	12
FBgn0003479	spn-A	531
FBgn0266442	CG45072	0
FBgn0266443	CG45073	0
FBgn0051025	Ppi1	1
FBgn0051029	CG31029	181
FBgn0086355	Tpi	1387
FBgn0039747	AdoR	25
FBgn0039749	CG11498	3
FBgn0051030	CG31030	0
FBgn0051028	CG31028	1
FBgn0002773	Mlc2	38
FBgn0039751	CG1983	229
FBgn0039754	CG9747	13
FBgn0039755	CG15531	110
FBgn0039756	CG9743	3149
FBgn0039757	RpS7	5889
FBgn0039758	CG9737	9
FBgn0039759	CG9733	52
FBgn0267782	lncRNA:CR46113	0
FBgn0085329	CG34300	0
FBgn0267783	lncRNA:CR46114	0
FBgn0015222	Fer1HCH	1827
FBgn0039764	CG15535	28
FBgn0039767	CG2218	1287
FBgn0039770	CG15537	7
FBgn0039771	Osi23	22
FBgn0028646	aralar1	1319
FBgn0039773	CG2224	335
FBgn0039777	Jon99Fii	0
FBgn0026190	PH4alphaMP	0
FBgn0039780	PH4alphaNE1	0
FBgn0051371	CG31371	2
FBgn0051014	PH4alphaSG1	1
FBgn0039783	PH4alphaNE2	1682
FBgn0051524	CG31524	2
FBgn0027654	jdp	436
FBgn0267112	lncRNA:CR45552	0
FBgn0083991	CG34155	71
FBgn0039788	Rpt6R	670
FBgn0039789	CG9717	5
FBgn0039790	CG2246	226
FBgn0266259	CG44954	0
FBgn0264985	lncRNA:CR44136	0
FBgn0039792	CG2267	0
FBgn0051013	CG31013	0
FBgn0051015	PH4alphaPV	0
FBgn0039796	CG12069	0
FBgn0000274	Pka-C2	0
FBgn0051010	CG31010	0
FBgn0039798	CG11313	1
FBgn0266699	asRNA:CR45189	11
FBgn0011739	wts	5814
FBgn0039806	CG15545	1
FBgn0039807	CG15546	11
FBgn0039808	CG12071	94
FBgn0039809	CG15547	1270
FBgn0000416	Sap-r	3938
FBgn0053483	CG33483	0
FBgn0039810	CG15549	0
FBgn0062411	Ctr1C	0
FBgn0053920	CG33920	2
FBgn0010808	Chchd3	556
FBgn0002413	dco	4169
FBgn0039816	CG11317	2
FBgn0039817	CG15553	0
FBgn0039818	CG11318	4
FBgn0261395	Prosalpha3T	1
FBgn0039821	CG15556	2
FBgn0086704	stops	1
FBgn0051004	mesh	5
FBgn0267435	chp	200
FBgn0061476	Zwilch	554
FBgn0039829	CG15561	265
FBgn0039830	ATPsynC	5505
FBgn0039833	CG15564	50
FBgn0051005	qless	1032
FBgn0039836	CG1750	81
FBgn0039840	pHCl-2	17
FBgn0051204	CG31204	1
FBgn0051002	Ugt35D1	0
FBgn0039846	PNPase	463
